id;edad;sexo;municipio;trabajo_actual;educación;tipo_universidad;tipo_dispositivo_rrss;top1_rrss;top2_rrss;top3_rrss;top4_rrss;top5_rrss;internet_fijo;calidad_internet_fijo;fallas_servicio;internet_fijo_positivo;internet_fijo_negativo;fallo_internet_reestablecimiento;tipo_empresa_internet_fijo;cambio_proveedor_reciente;medida_secundaria_fallo_internet_fijo;pago_internet_dolares;acceso_celular_rrss;calidad_navegacion_movil;navegacion_movil_positivo;navegacion_movil_negativo;fac1_ars;fac2_ars;fac3_ars;area_interperso;area_personal_corporal;fac1_bsq;fac2_bsq;fac3_bsq
1;21;Femenino;Municipio Sucre;Sí;Bachiller;Privada;Celular;Instagram;TikTok;Whatsapp;Facebook;Twitter;No;Muy mala;Todos los días;Otro;Nunca tengo internet;3 meses o más;Privada;No;Internet satelital;Sí;Sí;Se ha mantenido igual;Siempre tengo señal y datos;Los megas siempre se me acaban;-1,791839358;-0,256758631;-1,182248388;-1,676774182;1,535835801;0,862365898;-1,011218203;1,320892081
2;22;Femenino;Municipio Sucre;Sí;Bachiller;Privada;Celular, Laptop (Portátil);Whatsapp;Instagram;Facebook;TikTok;Twitter;Sí;Buena;Casi nunca;La navegación es rápida;Hago reclamos y nunca solucionan mis problemas;El mismo día;Pública;No;Con datos móviles;No;Sí;Se ha mantenido igual;Todo se descarga rápido y sin interrupciones;Los megas son muy caros;-1,87014702;-0,563146961;0,514739757;0,042367706;0,7453482;-0,602861374;-1,278470163;4,076000223
3;22;Masculino;Municipio Libertador;Sí;Técnico Superior Universitario (TSU);Privada;Celular, Laptop (Portátil);Facebook;TikTok;Twitter;Instagram;Whatsapp;Sí;Regular hacia buena;Casi nunca;La navegación es rápida;La señal se cae constantemente;El mismo día;Privada;Sí;Con datos móviles;Sí;Sí;Se ha mantenido igual;Los datos nunca se me acaban;Navega muy lento;0,633725621;0,413290886;0,570996185;1,15854911;0,585511055;-0,247652554;-0,419765451;-0,323111182
4;21;Masculino;Municipio Chacao;Sí;Bachiller;Pública;Celular, Computadora Fija, Laptop (Portátil);Whatsapp;Instagram;TikTok;Twitter;Facebook;Sí;Buena;Casi nunca;La navegación es rápida;El servicio es muy caro;El mismo día;Privada;Sí;Internet satelital;Sí;Sí;Ha mejorado;Otro;Los megas son muy caros;-1,552673171;-1,479571006;-0,713661732;-0,454822769;1,159301853;-0,345027459;-0,280478705;-0,731107319
5;23;Masculino;Municipio Libertador;No;Bachiller;Privada;Celular;Whatsapp;Instagram;Twitter;TikTok;Facebook;Sí;Regular hacia buena;Casi nunca;La navegación es rápida;Hago reclamos y nunca solucionan mis problemas;El mismo día;Privada;Sí;Con datos móviles;Sí;Sí;Ha empeorado;Navego sin problemas;Los megas siempre se me acaban;-0,726019963;-0,733409693;-0,036913194;-0,36482312;1,29824364;-0,029342936;-0,307673624;-0,554630213
6;25;Masculino;Municipio Libertador;Sí;Bachiller;Privada;Celular;Instagram;Whatsapp;TikTok;Twitter;Whatsapp;Sí;Regular hacia mala;Casi nunca;Siempre tengo internet;La navegación es muy lenta;El mismo día;Pública;No;Con datos móviles;No;Sí;Se ha mantenido igual;Siempre tengo señal y datos;Los megas son muy caros;1,220055378;-0,74162286;-0,633195579;0,932933853;0,296947567;0,010133651;-0,955883063;0,7452361
7;24;Femenino;Municipio Baruta;No;Bachiller;Privada;Celular;Instagram;Twitter;TikTok;Facebook;Facebook;Sí;Regular hacia mala;Todos los días;Siempre tengo internet;La navegación es muy lenta;El mismo día;Privada;No;Con datos móviles;No;Sí;Se ha mantenido igual;Siempre tengo señal y datos;Otro;-0,295825177;-0,097956864;-0,294650276;-1,631807634;1,488551049;0,426803681;0,471375207;1,403379978
8;23;Masculino;Municipio Sucre;No;Bachiller;Privada;Celular;Whatsapp;Twitter;Facebook;TikTok;Instagram;Sí;Muy buena;Casi nunca;Siempre tengo internet;La navegación es muy lenta;El mismo día;Privada;No;Internet satelital;Sí;Sí;Se ha mantenido igual;No lo considero positivo por ninguna de las razones anteriores;No lo considero negativo por ninguna de las opciones anteriores;3,08651571;1,075991832;1,01304395;-1,173215843;0,336103807;2,533568849;-0,739378184;-1,464292438
9;23;Masculino;Municipio El Hatillo;No;Bachiller;Privada;Celular, Computadora Fija;Instagram;TikTok;Whatsapp;Twitter;Facebook;Sí;Mala;Todos los días;Otro;La señal se cae constantemente;Entre 1 y 2 días;Pública;Sí;Con datos móviles;No;Sí;Ha empeorado;No lo considero positivo por ninguna de las razones anteriores;Los megas siempre se me acaban;-0,367301761;0,1788124;-0,132313491;-2,218208953;0,872499824;-0,100657467;-0,652916401;-0,641167877
10;22;Femenino;Municipio Libertador;Sí;Bachiller;Privada;Celular;Instagram;TikTok;Whatsapp;Twitter;Facebook;Sí;Regular hacia buena;Casi nunca;La navegación es rápida;Hago reclamos y nunca solucionan mis problemas;El mismo día;Privada;Sí;Internet satelital;Sí;Sí;Ha mejorado;Los datos nunca se me acaban;No lo considero negativo por ninguna de las opciones anteriores;1,187385784;0,803133046;0,129494369;0,756343299;1,056955909;-0,727542366;-0,486793335;0,171128981
11;22;Masculino;Municipio Sucre;No;Bachiller;Privada;Celular;Instagram;Twitter;Whatsapp;TikTok;Facebook;Sí;Muy buena;No;Siempre tengo internet;El servicio es muy caro;El mismo día;Privada;No;Internet satelital;Sí;Sí;Ha empeorado;No lo considero positivo por ninguna de las razones anteriores;Navega muy lento;-0,00030879;-0,954497636;0,311377117;1,539101119;-1,466399378;-0,618499448;-0,216125597;-0,374347617
12;22;Masculino;Municipio Sucre;Sí;Bachiller;Privada;Celular;Facebook;TikTok;Instagram;Whatsapp;Twitter;Sí;Regular hacia buena;Todos los días;El servicio es barato;Hago reclamos y nunca solucionan mis problemas;Entre 1 y 2 días;Privada;No;Con datos móviles;No;Sí;Se ha mantenido igual;Navego sin problemas;Los megas son muy caros;-0,682485456;-0,02892801;-0,083995767;-0,900126417;0,782547172;-0,727591774;-0,173292186;-0,67490988
13;21;Femenino;Municipio Sucre;No;Bachiller;Privada;Celular;Whatsapp;Instagram;Twitter;TikTok;Facebook;Sí;Regular hacia buena;Casi nunca;Siempre tengo internet;La navegación es muy lenta;El mismo día;Pública;No;Con datos móviles;No;Sí;Se ha mantenido igual;Navego sin problemas;Los megas siempre se me acaban;-0,319954324;-0,083054624;-0,385753853;-1,045680676;0,956306495;-0,439941725;-0,593193924;1,736576491
14;23;Femenino;Municipio Libertador;No;Bachiller;Pública;Celular, Laptop (Portátil);Whatsapp;Instagram;Twitter;TikTok;Facebook;Sí;Regular hacia mala;Todos los días;Otro;La navegación es muy lenta;El mismo día;Pública;No;Con datos móviles;No;Sí;Ha mejorado;Todo se descarga rápido y sin interrupciones;Los megas son muy caros;-2,035897608;-1,090606421;0,867623269;-1,666286644;1,542536159;1,516985867;-0,918326839;0,96899214
15;23;Masculino;Municipio Chacao;Sí;Bachiller;Privada;Celular, Laptop (Portátil);Twitter;TikTok;Whatsapp;Instagram;Facebook;Sí;Buena;Todos los días;La navegación es rápida;La señal se cae constantemente;El mismo día;Privada;Sí;Internet satelital;Sí;Sí;Se ha mantenido igual;Navego sin problemas;Los megas siempre se me acaban;0,285763914;-0,480036405;-0,551767404;0,232358446;-3,221885033;-0,797043304;0,044272864;-0,917076259
16;22;Femenino;Municipio El Hatillo;Sí;Bachiller;Privada;Celular, Laptop (Portátil);Whatsapp;Instagram;TikTok;Twitter;Facebook;Sí;Buena;Casi nunca;Siempre atienden mis reclamos;Otro;El mismo día;Pública;No;Wifi o internet en el lugar de trabajo;No;Sí;Ha empeorado;Los datos nunca se me acaban;No lo considero negativo por ninguna de las opciones anteriores;-0,355564871;0,752158163;0,541315226;0,679163382;1,134768553;-0,184890734;-0,234715537;0,456516947
17;23;Masculino;Municipio Chacao;Sí;Bachiller;Privada;Celular;Facebook;Instagram;Twitter;Instagram;TikTok;Sí;Muy mala;Todos los días;Otro;Hago reclamos y nunca solucionan mis problemas;Entre 2 y 4 días;Privada;No;Con datos móviles;No;Sí;Ha mejorado;Siempre tengo señal y datos;No lo considero negativo por ninguna de las opciones anteriores;2,237669245;1,096715801;-0,444365572;0,418583678;-0,312028191;-1,110841492;-0,073631211;-0,783506949
18;21;Femenino;Municipio Sucre;No;Bachiller;Pública;Celular;Instagram;Instagram;Instagram;Twitter;Instagram;Sí;Muy mala;Todos los días;Otro;Nunca tengo internet;Entre 1 y 2 meses;Pública;Sí;Internet satelital;Sí;Sí;Se ha mantenido igual;No lo considero positivo por ninguna de las razones anteriores;Los megas son muy caros;-0,696470765;-1,459867144;-0,009056373;0,314607227;-1,77420657;-0,615313444;-0,363193515;0,608164364
19;22;Femenino;Municipio Sucre;Sí;Bachiller;Privada;Celular, Laptop (Portátil);Twitter;Facebook;Whatsapp;Instagram;TikTok;Sí;Regular hacia buena;Casi nunca;La navegación es rápida;Otro;Entre 1 y 2 días;Privada;Sí;Con datos móviles;Sí;Sí;Se ha mantenido igual;Navego sin problemas;Los megas siempre se me acaban;0,0259857;-0,212172842;-0,627412325;0,955915994;0,945874516;-1,755689376;-0,154265128;0,894957388
20;22;Femenino;Municipio Baruta;No;Bachiller;Privada;Celular;Instagram;Twitter;TikTok;Twitter;Facebook;Sí;Regular hacia buena;Casi nunca;La navegación es rápida;El servicio es muy caro;El mismo día;Privada;No;Dispositivo de Banda Ancha Móvil;No;Sí;Ha empeorado;Otro;Los megas siempre se me acaban;-1,458825818;-0,032968865;0,126486033;-1,501451609;0,223188118;0,117697909;-0,063981771;-1,117089845
21;22;Femenino;Municipio Libertador;No;Bachiller;Privada;Celular;TikTok;Instagram;Whatsapp;Twitter;Facebook;Sí;Regular hacia buena;Casi nunca;Siempre atienden mis reclamos;Otro;El mismo día;Privada;No;Con datos móviles;Sí;Sí;Se ha mantenido igual;Navego sin problemas;No lo considero negativo por ninguna de las opciones anteriores;-0,525359614;0,412225849;0,999457439;-0,258726628;0,076748609;0,892801492;0,703515891;-0,380721264
22;23;Masculino;Municipio Libertador;Sí;Bachiller;Pública;Celular;Instagram;Whatsapp;Facebook;TikTok;Twitter;Sí;Regular hacia buena;Casi nunca;El servicio es barato;La señal se cae constantemente;El mismo día;Pública;No;Wifi o internet en el lugar de trabajo;Sí;Sí;Ha mejorado;Navego sin problemas;Los megas siempre se me acaban;-2,924872503;-1,091562258;-0,076053545;-1,744478558;-1,459047332;0,784986952;-0,011571286;-1,975964865
23;22;Femenino;Municipio Chacao;Sí;Bachiller;Privada;Celular;Instagram;Whatsapp;TikTok;Twitter;Facebook;Sí;Buena;Casi nunca;La navegación es rápida;La señal se cae constantemente;El mismo día;Privada;Sí;Internet satelital;Sí;Sí;Ha empeorado;No lo considero positivo por ninguna de las razones anteriores;Los megas siempre se me acaban;-0,237216543;-0,726154023;-0,515155999;-1,645562649;0,94496713;1,442952407;0,581774291;0,168598817
24;21;Femenino;Municipio Libertador;No;Técnico Superior Universitario (TSU);Privada;Celular;Facebook;Twitter;Whatsapp;Instagram;TikTok;Sí;Buena;Casi nunca;Siempre atienden mis reclamos;El servicio es muy caro;Entre 1 y 2 días;Privada;Sí;Con datos móviles;Sí;Sí;Ha mejorado;No lo considero positivo por ninguna de las razones anteriores;Los megas siempre se me acaban;-0,863978587;0,743288836;-1,59509488;-0,118820256;0,716928722;0,587460544;-0,683329584;0,084744176
25;21;Femenino;Municipio Libertador;Sí;Bachiller;Privada;Celular;Instagram;Whatsapp;TikTok;Facebook;Twitter;Sí;Muy buena;Casi nunca;La navegación es rápida;La navegación es muy lenta;El mismo día;Privada;No;Internet satelital;Sí;Sí;Ha mejorado;Todo se descarga rápido y sin interrupciones;Los megas siempre se me acaban;-0,172889644;1,438115998;1,729462028;0,87927443;0,478489579;-0,103126635;-0,694668773;-0,054350644
26;22;Femenino;Municipio Sucre;Sí;Bachiller;Privada;Celular, Laptop (Portátil);Whatsapp;Instagram;TikTok;Twitter;Facebook;Sí;Muy buena;Casi nunca;Siempre tengo internet;La navegación es muy lenta;El mismo día;Privada;No;Internet satelital;Sí;Sí;Se ha mantenido igual;Todo se descarga rápido y sin interrupciones;Los megas siempre se me acaban;-0,687142742;0,247594996;-0,019876301;0,271136553;0,595516932;-0,251837025;-0,950085562;1,389625784
27;23;Femenino;Municipio Baruta;Sí;Bachiller;Pública;Celular;Whatsapp;TikTok;Instagram;Twitter;Facebook;Sí;Regular hacia buena;Casi nunca;El servicio es barato;La navegación es muy lenta;El mismo día;Pública;No;Me movilizo a casa de un conocido para usar su internet;No;Sí;Se ha mantenido igual;No lo considero positivo por ninguna de las razones anteriores;Los megas siempre se me acaban;-0,205010346;0,271458703;-0,138787977;-1,150653747;0,548804916;-0,664674979;-0,126534523;-0,532588679
28;23;Masculino;Municipio Baruta;Sí;Bachiller;Privada;Celular;Whatsapp;Instagram;TikTok;Facebook;Twitter;Sí;Muy mala;Todos los días;Otro;La navegación es muy lenta;El mismo día;Pública;No;Con datos móviles;No;Sí;Se ha mantenido igual;No lo considero positivo por ninguna de las razones anteriores;Los megas son muy caros;0,076786768;0,236138036;1,102350836;0,783753702;0,277862382;-0,493305556;-0,478928007;-0,640857612
29;22;Femenino;Municipio Sucre;Sí;Bachiller;Privada;Celular;Whatsapp;Instagram;TikTok;Twitter;Facebook;Sí;Muy buena;Casi nunca;La navegación es rápida;El servicio es muy caro;El mismo día;Privada;Sí;Internet satelital;Sí;Sí;Ha empeorado;Los datos nunca se me acaban;Nunca tiene señal;0,075116213;0,838002959;-0,8007787;-1,102903599;1,795361111;-1,134682357;-0,16597462;-0,267624981
30;23;Femenino;Municipio Sucre;Sí;Licenciado;Privada;Celular, Laptop (Portátil);Instagram;Whatsapp;TikTok;Twitter;Facebook;Sí;Regular hacia mala;Casi nunca;El servicio es barato;La señal se cae constantemente;Entre 2 y 4 días;Privada;No;Con datos móviles;Sí;Sí;Se ha mantenido igual;Siempre tengo señal y datos;Navega muy lento;-0,820512838;-1,930359584;0,365370034;1,823081134;-1,617241322;-0,525592983;-0,178861624;-0,746533954
31;21;Masculino;Municipio Baruta;Sí;Bachiller;Pública;Celular;Whatsapp;Instagram;TikTok;Facebook;Twitter;Sí;Regular hacia mala;Casi nunca;El servicio es barato;La navegación es muy lenta;Entre 1 y 2 días;Pública;No;Con datos móviles;No;Sí;Se ha mantenido igual;No lo considero positivo por ninguna de las razones anteriores;Los megas siempre se me acaban;0,604295047;-0,38669197;-1,365665707;-0,15146609;0,251751001;-0,639364663;-0,631379498;0,293288885
32;23;Femenino;Municipio Chacao;Sí;Licenciado;Privada;Celular;Whatsapp;TikTok;Instagram;Twitter;Facebook;Sí;Muy buena;Casi nunca;Nunca se me cae el internet;Otro;El mismo día;Privada;No;Me movilizo a casa de un conocido para usar su internet;No;Sí;Se ha mantenido igual;Siempre tengo señal y datos;Los megas siempre se me acaban;3,091198133;1,340798235;1,35602012;-1,184848084;-0,799063481;1,908772548;-0,970034306;1,90153392
33;21;Femenino;Municipio Libertador;Sí;Bachiller;Privada;Celular;Instagram;Whatsapp;Facebook;Twitter;TikTok;Sí;Buena;Casi nunca;Siempre tengo internet;La navegación es muy lenta;El mismo día;Pública;No;Con datos móviles;No;Sí;Se ha mantenido igual;Navego sin problemas;Los megas siempre se me acaban;0,349290515;0,38342102;2,375656167;-0,348281175;-1,335503471;0,410971881;-0,218817074;1,964821393
34;21;Femenino;Municipio Libertador;Sí;Licenciado;Privada;Celular;Instagram;Facebook;TikTok;Whatsapp;Twitter;Sí;Muy buena;Casi nunca;Siempre atienden mis reclamos;El servicio es muy caro;Entre 2 semanas y 1 mes;Privada;Sí;Dispositivo de Banda Ancha Móvil;Sí;Sí;Ha mejorado;Los datos nunca se me acaban;Nunca tiene señal;-3,178779229;-1,242812072;-0,49920029;0,93355298;0,1327868;-0,33259323;-1,278821879;1,753798819
35;21;Femenino;Municipio Libertador;Sí;Bachiller;Privada;Celular;Whatsapp;Instagram;TikTok;Facebook;Twitter;Sí;Buena;Casi nunca;Siempre tengo internet;El servicio es muy caro;El mismo día;Privada;No;Con datos móviles;Sí;Sí;Se ha mantenido igual;No lo considero positivo por ninguna de las razones anteriores;Navega muy lento;-2,882140692;-1,045539926;-0,345530371;0,756343299;1,056955909;1,944449581;-0,592774409;0,28014892
36;21;Masculino;Municipio Sucre;Sí;Bachiller;Pública;Celular;Facebook;TikTok;Twitter;Instagram;Whatsapp;Sí;Muy buena;Casi nunca;La navegación es rápida;Otro;El mismo día;Pública;No;Con datos móviles;No;Sí;Se ha mantenido igual;Todo se descarga rápido y sin interrupciones;No lo considero negativo por ninguna de las opciones anteriores;1,315875114;0,533898713;1,179640195;0,00778601;0,851522694;0,217280359;-0,61984446;-1,145912263
37;20;Femenino;Municipio Sucre;No;Bachiller;Privada;Celular;Instagram;Whatsapp;Twitter;TikTok;Facebook;Sí;Regular hacia buena;Casi nunca;El servicio es barato;La señal se cae constantemente;El mismo día;Pública;Sí;Con datos móviles;No;Sí;Se ha mantenido igual;Todo se descarga rápido y sin interrupciones;Los megas siempre se me acaban;0,433744262;-0,889425064;-0,781443876;-0,745042617;0,851925561;-0,883187817;0,00090168;-0,085734137
38;20;Femenino;Municipio Baruta;No;Bachiller;Privada;Celular;Twitter;Whatsapp;TikTok;Instagram;Facebook;Sí;Buena;Casi nunca;Siempre tengo internet;La señal se cae constantemente;El mismo día;Privada;No;Con datos móviles;Sí;Sí;Ha empeorado;Los datos nunca se me acaban;Los megas son muy caros;-1,759439038;1,078943079;-0,644585677;-1,526110937;-0,57599703;-0,765681632;-1,200258058;1,63024982
39;20;Femenino;Municipio Baruta;No;Bachiller;Privada;Celular;Instagram;Whatsapp;Facebook;Twitter;TikTok;Sí;Regular hacia mala;Todos los días;Otro;La navegación es muy lenta;El mismo día;Privada;No;Con datos móviles;No;Sí;Se ha mantenido igual;Todo se descarga rápido y sin interrupciones;Los megas siempre se me acaban;2,109857242;0,992056404;0,383694;1,391343827;0,14227094;-1,135899869;-0,192375385;-0,328568079
40;21;Femenino;Municipio Baruta;No;Bachiller;Privada;Celular;Whatsapp;Instagram;TikTok;Twitter;Facebook;Sí;Regular hacia buena;Casi nunca;Siempre tengo internet;La navegación es muy lenta;El mismo día;Privada;No;Con datos móviles;No;Sí;Se ha mantenido igual;Navego sin problemas;No lo considero negativo por ninguna de las opciones anteriores;2,155670244;1,500747555;-0,325804198;0,756343299;1,056955909;-0,622028553;-0,473493749;-0,164161292
41;20;Femenino;Municipio Libertador;No;Bachiller;Privada;Celular;Whatsapp;Instagram;Twitter;TikTok;Facebook;Sí;Buena;Casi nunca;El servicio es barato;La señal se cae constantemente;El mismo día;Pública;No;Con datos móviles;No;Sí;Ha empeorado;No lo considero positivo por ninguna de las razones anteriores;Navega muy lento;-0,686870195;-0,05058235;-0,760699661;-0,652655523;-0,241985019;1,702344158;-0,692842541;-0,5852854
42;22;Femenino;Municipio Sucre;Sí;Bachiller;Privada;Celular;Whatsapp;TikTok;Instagram;Facebook;Twitter;Sí;Regular hacia buena;Casi nunca;Otro;La señal se cae constantemente;Entre 2 y 4 días;Privada;No;Me movilizo a casa de un conocido para usar su internet;No;Sí;Ha mejorado;Navego sin problemas;No lo considero negativo por ninguna de las opciones anteriores;0,686377576;0,033906584;-0,225724487;-0,546665034;-1,091141449;-1,111974867;-0,270126023;-0,22876604
43;24;Femenino;Municipio El Hatillo;Sí;Bachiller;Privada;Celular, Laptop (Portátil);Whatsapp;Facebook;Instagram;TikTok;Twitter;Sí;Regular hacia buena;Todos los días;El servicio es barato;La navegación es muy lenta;El mismo día;Pública;No;Con datos móviles;No;Sí;Ha mejorado;Siempre tengo señal y datos;Los megas son muy caros;1,853796579;0,901635556;1,254706987;0,697221243;0,893734489;-1,118286955;0,207340704;-0,76605655
44;22;Femenino;Municipio Baruta;Sí;Bachiller;Privada;Celular;Whatsapp;Instagram;TikTok;Facebook;Twitter;Sí;Buena;Casi nunca;El servicio es barato;La navegación es muy lenta;Entre 1 y 2 días;Pública;Sí;Dispositivo de Banda Ancha Móvil;No;Sí;Se ha mantenido igual;Navego sin problemas;Los megas siempre se me acaban;-1,738954306;0,22303646;-1,848067925;0,868835101;0,207840033;1,907651575;-0,032091152;-0,262151723
45;21;Femenino;Municipio Baruta;Sí;Técnico Superior Universitario (TSU);Privada;Celular, Laptop (Portátil);Instagram;TikTok;Whatsapp;Twitter;Facebook;Sí;Regular hacia mala;Todos los días;Otro;La navegación es muy lenta;El mismo día;Pública;No;Wifi o internet en el lugar de trabajo;No;Sí;Se ha mantenido igual;Todo se descarga rápido y sin interrupciones;Otro;0,143622563;-1,04217414;-0,506775524;-0,740166281;0,972030877;-0,794072164;-0,170202193;-0,642170259
46;18;Femenino;Municipio Libertador;No;Bachiller;Privada;Celular, Laptop (Portátil);Twitter;TikTok;Whatsapp;Instagram;Facebook;Sí;Regular hacia buena;Todos los días;El servicio es barato;La señal se cae constantemente;El mismo día;Pública;No;Con datos móviles;No;Sí;Se ha mantenido igual;Navego sin problemas;Los megas siempre se me acaban;-3,016549593;-2,031674064;-0,178054734;-0,788472781;-2,640113185;0,18591444;0,73561532;-1,179573367
47;22;Masculino;Municipio Sucre;Sí;Bachiller;Privada;Celular, Laptop (Portátil);TikTok;Instagram;Whatsapp;Twitter;Facebook;Sí;Buena;Casi nunca;La navegación es rápida;Hago reclamos y nunca solucionan mis problemas;El mismo día;Privada;No;Con datos móviles;Sí;Sí;Se ha mantenido igual;Siempre tengo señal y datos;Navega muy lento;1,491811174;-0,370852212;-1,127356863;-0,873848951;0,345929941;-0,416082163;-0,030586206;-1,371314539
48;22;Masculino;Municipio Sucre;Sí;Bachiller;Privada;Celular, Laptop (Portátil);Twitter;Whatsapp;Instagram;TikTok;Facebook;Sí;Regular hacia buena;Casi nunca;Siempre tengo internet;El servicio es muy caro;El mismo día;Privada;No;Me movilizo a casa de un conocido para usar su internet;No;Sí;Ha empeorado;Navego sin problemas;Nunca tiene señal;2,22504296;-0,269886461;-0,823249577;-0,706503931;-0,974223668;-0,462347731;-0,642895673;-0,396468082
49;23;Femenino;Municipio Baruta;Sí;Bachiller;Privada;Celular;Instagram;Whatsapp;Twitter;Facebook;TikTok;Sí;Regular hacia buena;Casi nunca;Siempre atienden mis reclamos;La navegación es muy lenta;Entre 1 y 2 días;Privada;Sí;Con datos móviles;Sí;Sí;Ha empeorado;Navego sin problemas;Los megas siempre se me acaban;-1,154945407;-0,219965972;-0,338283832;-0,071540639;-1,546148995;-0,927363914;-0,311047;0,001358003
50;24;Femenino;Municipio Sucre;No;Bachiller;Privada;Celular, Laptop (Portátil);TikTok;Whatsapp;Twitter;Instagram;Facebook;Sí;Regular hacia buena;Casi nunca;Siempre atienden mis reclamos;La navegación es muy lenta;El mismo día;Pública;No;Con datos móviles;No;Sí;Se ha mantenido igual;Navego sin problemas;Los megas son muy caros;1,258251679;0,819756759;-0,460504324;-0,98511664;-1,229020316;0,60204965;1,614958964;-0,535524305
51;22;Femenino;Municipio Libertador;No;Bachiller;Privada;Laptop (Portátil);Whatsapp;Whatsapp;Whatsapp;Whatsapp;Whatsapp;Sí;Regular hacia mala;Todos los días;Siempre atienden mis reclamos;La navegación es muy lenta;El mismo día;Privada;No;Internet satelital;Sí;Sí;Ha mejorado;Navego sin problemas;No lo considero negativo por ninguna de las opciones anteriores;-3,187642115;-1,750580388;1,381095197;1,316458867;0,7728973;-0,558185511;1,60811811;-0,170260622
52;22;Femenino;Municipio Sucre;No;Bachiller;Privada;Celular;Whatsapp;Instagram;TikTok;Twitter;Facebook;Sí;Buena;Casi nunca;La navegación es rápida;El servicio es muy caro;Entre 1 y 2 días;Privada;No;Con datos móviles;Sí;Sí;Ha mejorado;No lo considero positivo por ninguna de las razones anteriores;Nunca tiene señal;0,472344163;1,772433022;-0,195855704;-0,324411177;0,572235871;-0,357940128;0,012276207;-1,288668453
53;24;Masculino;Municipio Libertador;Sí;Bachiller;Privada;Celular;Whatsapp;Instagram;TikTok;Twitter;Facebook;Sí;Buena;Casi nunca;La navegación es rápida;Otro;El mismo día;Privada;No;Con datos móviles;Sí;Sí;Se ha mantenido igual;No lo considero positivo por ninguna de las razones anteriores;Los megas siempre se me acaban;-1,461706772;-0,109749972;0,142319401;0,08169845;0,236826488;-0,198797004;-0,479453422;-0,469601399
54;22;Masculino;Municipio Sucre;No;Bachiller;Privada;Celular, Laptop (Portátil);Whatsapp;Twitter;Instagram;Facebook;TikTok;Sí;Buena;Casi nunca;Nunca se me cae el internet;Nunca tengo internet;El mismo día;Privada;Sí;Con datos móviles;Sí;Sí;Ha empeorado;No lo considero positivo por ninguna de las razones anteriores;Los megas siempre se me acaban;1,412168892;0,746267136;-0,832164663;1,057764117;0,720757272;0,581265649;-0,194553873;-1,615263412
55;19;Femenino;Municipio Baruta;No;Bachiller;Privada;Celular;Instagram;Whatsapp;TikTok;Facebook;Twitter;Sí;Regular hacia buena;Casi nunca;Nunca se me cae el internet;Hago reclamos y nunca solucionan mis problemas;El mismo día;Privada;Sí;Con datos móviles;No;Sí;Se ha mantenido igual;Todo se descarga rápido y sin interrupciones;Los megas son muy caros;-1,202099043;0,594978413;-1,281149169;1,544377248;0,209551867;-1,350922327;0,113848149;-0,794355857
56;22;Femenino;Municipio Libertador;Sí;Bachiller;Privada;Celular;Whatsapp;Twitter;Instagram;TikTok;Facebook;Sí;Regular hacia buena;Todos los días;El servicio es barato;La señal se cae constantemente;El mismo día;Pública;No;Con datos móviles;No;Sí;Se ha mantenido igual;Los datos nunca se me acaban;Los megas son muy caros;-2,331563123;-1,522453407;-0,68627266;-0,139646936;1,366687135;-1,517781224;0,010044273;-0,216639646
57;20;Femenino;Municipio Libertador;No;Bachiller;Privada;Celular;Whatsapp;Instagram;Twitter;TikTok;Facebook;Sí;Regular hacia buena;Todos los días;El servicio es barato;La señal se cae constantemente;El mismo día;Privada;No;Con datos móviles;Sí;Sí;Ha mejorado;Todo se descarga rápido y sin interrupciones;Los megas son muy caros;-0,417861191;1,064799705;-1,547343152;-0,192414651;-0,153879018;1,039525631;0,983444552;0,868507042
58;23;Femenino;Municipio Sucre;No;Bachiller;Privada;Celular;Instagram;TikTok;Whatsapp;Twitter;Facebook;Sí;Mala;Todos los días;El servicio es barato;Nunca tengo internet;Entre 1 y 2 días;Pública;No;Con datos móviles;No;Sí;Se ha mantenido igual;Navego sin problemas;Los megas son muy caros;1,441557025;0,634446964;-0,994456611;-1,164308961;0,750154842;-0,816632401;-0,36673969;0,042921182
59;21;Femenino;Municipio Baruta;Sí;Bachiller;Privada;Celular;Whatsapp;TikTok;Instagram;Facebook;Twitter;Sí;Muy mala;Todos los días;Otro;Nunca tengo internet;3 meses o más;Pública;No;Con datos móviles;Sí;Sí;Se ha mantenido igual;No lo considero positivo por ninguna de las razones anteriores;Los megas son muy caros;-0,265078;-0,026294886;-0,831122139;-1,336628123;0,060566618;0,135789189;-0,312172052;0,782358058
60;23;Femenino;Municipio Libertador;Sí;Bachiller;Privada;Celular;Instagram;TikTok;Whatsapp;Facebook;Twitter;Sí;Buena;Casi nunca;La navegación es rápida;El servicio es muy caro;El mismo día;Privada;Sí;Con datos móviles;Sí;Sí;Se ha mantenido igual;No lo considero positivo por ninguna de las razones anteriores;Nunca tiene señal;1,697302732;0,101447233;0,644746152;-0,674000817;1,195098017;-0,204974655;-0,124345686;-0,697543845
61;24;Masculino;Municipio El Hatillo;No;Bachiller;Privada;Celular;Whatsapp;Instagram;Twitter;TikTok;Facebook;Sí;Regular hacia mala;Todos los días;El servicio es barato;La navegación es muy lenta;El mismo día;Pública;No;Con datos móviles;No;Sí;Ha empeorado;No lo considero positivo por ninguna de las razones anteriores;Navega muy lento;-0,639616298;0,473311721;-0,656513472;-0,431279125;0,689927107;-0,425073679;-0,650313239;1,07809291
